country_code,year,BANK,ATM,DEP,LOAN
BHR,2021,15.23692177940891,29.89731138338072,91.96897504790986,71.02344463284714
BHR,2022,12.9680976692276,32.90654783566502,86.57626273856712,64.67777409808699
BHR,2023,13.38503662490431,30.91865185284913,88.84931761686305,67.82059682752927
BHR,2024,13.39712325818038,31.3632076275321,88.83505537624674,69.80973653319992
BHS,2010,35.83987736374637,65.29244985078546,60.08343226945306,69.93600927217074
BHS,2011,35.20525359982432,75.63901020952353,61.37831670761724,70.41511495932802
BHS,2012,34.99778690465162,74.45607606185688,57.3951105031548,66.17230632940365
BHS,2013,34.15831873431592,104.8423644320588,59.58162898532856,68.33514567513305
BHS,2014,33.70430313850466,111.4577945372332,57.31652571457254,63.2030878149881
BHS,2015,29.99706622099597,113.7251411675122,53.00143829323195,59.2621307016332
BHS,2016,29.98236906340945,131.009916994463,55.41110423578116,58.56076762138434
BHS,2017,26.43805274069106,116.7143303918313,54.30285296615326,53.91078581628084
BHS,2018,26.80828248270227,121.9138560522889,51.58445356396631,52.75920998153134
BHS,2019,23.39306996108531,121.707188311052,54.84063078909911,51.94312525420879
BHS,2020,23.84523189488018,119.5399125256493,76.56889128286139,67.70858016986757
BHS,2021,24.02391159200534,121.0555545155594,70.08982586082429,57.40228546466119
BHS,2022,24.14898063437515,119.1968915927491,66.31416359529454,49.61054832035299
BHS,2023,22.68338288937253,120.1606228734329,63.04402944859102,45.64915037887862
BHS,2024,22.46495163963789,120.8250101699443,62.75801379856854,46.35518243192344
BHS,2025,22.26856491136208,117.3613556139353,,
BIH,2010,30.57968073445929,34.12244862442714,39.35322181302746,53.60834013569548
BIH,2011,31.62602306709235,37.97650322342158,39.93492519944491,54.06574357399004
BIH,2012,31.49240281897133,41.2194140872163,41.6924952484886,55.74790386459178
BIH,2013,32.3334550847689,44.45443874971241,44.44416850197084,56.1533237583084
BIH,2014,33.26280568813659,46.77787072118618,46.29682017925805,55.88555427085569
BIH,2015,30.50268423621279,50.03103316570119,47.21586878555595,53.92207092068619
BIH,2016,29.268076809089,50.6911021023397,48.46785369966355,53.3666867985232
BIH,2017,29.49200529364546,52.17034039875903,50.26561457519622,54.50820363066474
BIH,2018,29.63388279919259,54.19745963967939,51.12283905926611,53.87461013357193
BIH,2019,29.2617587251985,56.79205243707164,52.54785633201119,54.51217481616603
BIH,2020,29.41953057088967,57.05074641101013,57.65922213854864,54.76607702791117
BIH,2021,29.74250471071407,57.98897924436228,56.29023450532809,50.38410347732433
BIH,2022,29.21351876293175,59.5437071703159,49.83619165077352,45.50867031308152
BIH,2023,28.90728648133924,62.11991350245242,50.16444328568378,44.41237705770371
BIH,2024,29.25461069017986,64.2147789932271,53.31800331903317,46.5435677851712
BLR,2010,,37.92876499953874,24.25718460829093,52.51880799550408
BLR,2011,,41.24642544450578,30.86534299988608,49.20936754056209
BLR,2012,,46.23725445906535,25.12786874468949,37.97468409929792
BLR,2013,,51.27949747095991,25.74616758748659,38.67531318935691
BLR,2014,,54.87736757721329,26.53084076090538,38.96642799072268
BLR,2015,,55.65277910864774,32.83364006664011,42.0166799373728
BLR,2016,,55.44901629829396,31.53903674604261,37.75816490958304
BLR,2017,,55.90223658451043,32.90406172398206,36.65547782373601
BLR,2018,,54.15124957608709,30.64903363889872,32.75106135806415
BLR,2019,,54.90415299923206,31.39772778721626,35.91490075490548
BLR,2020,,55.84135964521652,29.59174677132369,39.13016761866087
BLR,2021,,57.38657369359018,27.2632747975349,34.84311301026316
BLR,2022,,55.42212949386429,27.33902478050593,32.02197779509758
BLR,2023,,54.46017026354407,29.91832959047257,33.70906935344375
BLR,2024,,55.13284858283073,32.93716969205569,36.93664575912312
BLZ,2010,25.19062521194036,37.30150271768091,56.19764789165404,50.46703500000778
BLZ,2011,24.34479723592918,38.85804174196388,56.50436091222513,48.05569842422725
BLZ,2012,23.55403158958006,38.04882026009086,60.01951970747049,46.71676403059657
BLZ,2013,24.12111430776788,40.34804575117536,56.72082641268236,45.23399816692232
BLZ,2014,23.36666978222264,40.78545998351588,47.9831285875313,45.20048126690936
BLZ,2015,20.99733210368565,40.34781463061164,54.28559034766175,43.13663878109031
BLZ,2016,20.29640713796781,39.79687674111336,59.50307872114763,44.97325717296042
BLZ,2017,19.63970763792081,38.50923066258982,58.06798108543325,44.52172713921136
BLZ,2018,19.1320070975995,44.64134989439882,59.04242646409248,46.22228364249485
BLZ,2019,18.72721063705564,40.02482273409931,60.16783634152767,46.85303330979086
BLZ,2020,18.3527176416398,46.4215799170889,58.02479313951425,53.88233990647047
BLZ,2021,18.34868859805433,46.57744028736869,55.61548172034909,46.04192409266643
BLZ,2022,14.74951549556657,45.27758245150668,44.46848674213295,41.16069198115794
BLZ,2023,14.65992310203973,45.3124895881228,44.79615061796608,40.55754007381987
BLZ,2024,14.36870756741046,45.39205345159215,44.47242748973714,37.51266767589048
BOL,2010,19.99728276622188,19.51794714935364,31.76780400350236,20.56136376757618
BOL,2011,23.57996303998335,23.87306388572584,31.12159999883528,20.92434609780324
BOL,2012,25.08612328603258,27.19456246444698,33.41177934754013,21.7034714409961
BOL,2013,28.43815144432105,30.72724709144417,34.51895944123134,22.962680643007
BOL,2014,31.77032066155985,33.91584881013272,38.37824906403352,25.1412828093199
BOL,2015,34.1432634627063,37.39051148737568,45.6828788976368,29.48237761701488
BOL,2016,38.09060915918018,39.34532756074818,43.82483850910697,33.52637493264746
BOL,2017,40.38729838895093,39.36401533162985,46.08593045567602,36.21788441064261
BOL,2018,40.38542795146886,40.15668732745173,44.81275791023156,38.00251268331601
BOL,2019,44.67125659047569,41.8777441738742,43.46347817950938,39.97180617288826
BOL,2020,68.64309711765243,42.29003677650544,61.1337530004132,53.82948301022573
BOL,2021,72.45323431794769,43.48888588446142,58.53307748125598,50.30582558548578
BOL,2022,74.65033715361338,44.94984393242631,56.57958271672852,49.46296935462222
BOL,2023,63.05039027408272,40.40462614263488,52.25021033227479,46.41205387572965
BOL,2024,63.45935520659858,42.03852422292121,51.32309344906213,45.25954977378278
BRA,2010,18.83401188595648,119.1017437965096,44.92712064958064,31.75626800801164
BRA,2011,19.38375722917942,117.5000894949463,44.72062375015229,33.82765673534783
BRA,2012,20.63694567235455,116.6666890933023,39.55980146087842,36.49978980056846
BRA,2013,20.77703360994787,119.8596220558961,37.91792306379019,38.93347862001748
BRA,2014,21.50454070471683,119.4311076095932,34.76709182723047,40.45732630732003
BRA,2015,21.13603453946391,116.5386131522916,32.48252481283942,41.60836600766505
BRA,2016,20.6236731524135,113.6750311592,33.15722724305177,39.02131759916176
